DATE,TIME (UTC),Aircraft ID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE
8-Jul-12,0749,UAL248,1,A320,1000,OGG,Green,NO,Kahului,Hawaii
8-Jul-12,0801,N2150C,1,B06,3000,GEG,Green,NO,Spokane,Washington
9-Jul-12,0123,NKS347,1,A319,4000,MYR,Green,NO,Myrtle Beach ,South Carolina
9-Jul-12,0219,SWA1179,1,B737,4000,HOU,Green,NO,Houston,Texas
9-Jul-12,0226,N6614H,1,C152,1500,TIX,Green,NO,Titusville,Florida
9-Jul-12,0307,EGF3569,1,E145,4000,PIT,Green,NO,Pittsburgh,Pennsylvania
9-Jul-12,0430,DAL1062,1,MD88,10000,HVN,Green,NO,New Haven,Connecticut
9-Jul-12,0502,SWA2336,1,B737,FL190,LAS,Green,NO,Las Vegas,Nevada
9-Jul-12,0511,JBU647,1,A320,5000,SFO,Green,NO,San Francisco,California
9-Jul-12,0552,AAL21,1,B762,6500,LAX,Green,NO,Los Angeles,California
9-Jul-12,0647,AWE297,1,A321,2000,PHX,Green,NO,phoenix,Arizona
10-Jul-12,0109,NKS971,1,A320,5000,PMP,Green,NO,Pompano Beach,Florida
10-Jul-12,0133,N224RH,1,R44,1000,MYR,Green,NO,Myrtle Beach ,South Carolina
10-Jul-12,0216,AAL1508,1,MD83,5000,DTW,Green,NO,Detroit,Michigan
10-Jul-12,0233,N1057R,1,C172,1500,MRB,Green,NO,Martinsburg,West Virginia
10-Jul-12,0237,DAL438,1,B753,6000,DTW,Green,NO,Detroit,Michigan
10-Jul-12,0244,FLG4276,1,CRJ2,3000,DTW,Green,NO,Detroit,Michigan
10-Jul-12,0320,UAL1121,1,B738,6000,IAH,Green,NO,Houston,Texas
10-Jul-12,0349,GJS3695,1,CRJ7,11000,CVG,Green,NO,Covington,Kentucky
10-Jul-12,0358,FLG3411,1,CRJ2,8000,CID,Green,NO,Cedar Rapids,Iowa
10-Jul-12,0414,SWA522,1,B737,6000,HOU,Green,NO,Houston,Texas
10-Jul-12,0444,UAL1247,1,B738,12000,MKY,Green,NO,San Marcos,Texas
10-Jul-12,0549,SWA2523,1,B737,UNKN,TUS,Green,NO,Tucson,Arizona
10-Jul-12,0605,SWA556,1,B738,4000,PDX,Green,NO,Portland,Oregon
10-Jul-12,0744,SWA2875,1,B733,8500,SJC,Green,NO,San Jose,California
11-Jul-12,0226,UAL502,1,B752,10000,SBJ,Green,NO,Readington,New Jersey
11-Jul-12,0240,NKS412,1,A319,2000,MYR,Green,NO,Myrtle Beach ,South Carolina
11-Jul-12,0243,ASH2733,1,CRJ1,2000,MYR,Green,NO,Myrtle Beach ,South Carolina
11-Jul-12,0314,ASQ4145,1,E145,12000,HOU,Green,NO,Houston,Texas
11-Jul-12,0348,UPS9325,1,B763,6000,MEM,Green,NO,Memphis,Tennessee
11-Jul-12,0352,SWA1442,1,B733,2000,HOU,Green,NO,Houston,Texas
11-Jul-12,0420,JIA2347,1,CRJ2,11000,GKT,Green,NO,Knoxville,Tennessee
11-Jul-12,0423,AIR1,1,B06,3000,TUS,Green,NO,Tucson,Arizona
11-Jul-12,0425,CFS299,1,AT72,6000,TUL,Green,NO,Tulsa,Oklahoma
11-Jul-12,0655,SWA265,1,B737,4500,OMA,Green,NO,Omaha,Nebraska
12-Jul-12,0120,DAL1800,1,B737,UNKN,DCA,Green,NO,Washington,District of Columbia
12-Jul-12,0233,AIRLIFE4,1,B06,1600,SAT,Green,NO,San Antonio,Texas
12-Jul-12,0238,N9305N,1,C172,3000,MCI,Green,NO,Kansas City,Missouri
12-Jul-12,0239,N3264U,1,R44,1400,PWK,Green,NO,Chicago,Illinois
12-Jul-12,0255,UAL1204,1,B737,41000,MTQ,Green,NO,Greenville,Mississippi
12-Jul-12,0313,JBU562,1,E190,16000,MAD,Green,NO,Madison,Wisconsin
12-Jul-12,0320,UCA4833,1,DH8B,7000,PHL,Green,NO,Philadelphia,Pennsylvania
12-Jul-12,0329,N700GB,1,L30,3500,LAS,Green,NO,Las Vegas,Nevada
12-Jul-12,0338,N916ER,1,DA42,6500,COI,Green,NO,Titusville,Florida
12-Jul-12,0401,N775SP,1,C172,4500,OCF,Green,NO,Ocala,Florida
12-Jul-12,0430,SKW254V,1,CRJ2,1500,SBA,Green,NO,Santa Barbara,California
12-Jul-12,0436,SKW5648,1,CRJ2,4500,PAO,Green,NO,Palo Alto,California
12-Jul-12,0654,JBU768,1,A320,8000,SJU,Green,NO,San Juan,Puerto Rico
12-Jul-12,0724,MEDSTAR3,1,EC35,3400,GEG,Green,NO,Spokane,Washington
13-Jul-12,0117,RPA1750,1,B737,6000,DCA,Green,NO,Washington,District of Columbia
13-Jul-12,0124,AWE1978,1,B734,12000,ARD,Green,NO,Yardley,Pennsylvania
13-Jul-12,0133,AWI3909,1,CRJ7,10000,CLT,Green,NO,Charlotte,North Carolina
13-Jul-12,0136,C6507,1,HH65,300,ACY,Green,NO,Atlantic City,New Jersey
13-Jul-12,0145,ASH2728,1,CRJ9,4500,MDT,Green,NO,Harrisburg,Pennsylvania
13-Jul-12,0315,AWE1487,1,B733,3100,ILM,UNKN,NO,Wilmington,North Carolina
13-Jul-12,0319,SWA910,1,B737,FL200,PVJ,Green,NO,Pauls Valley,Oklahoma
13-Jul-12,0330,SKW582W,1,CRJ2,14500,DEN,Green,NO,Denver,Colorado
13-Jul-12,0334,AWE1503,1,A321,13000,DEN,Green,NO,Denver,Colorado
13-Jul-12,0347,TRS1879,1,B737,6000,SFB,Green,NO,Orlando,Florida
13-Jul-12,0355,PDT4124,1,DH8C,500,ROA,Green,NO,Roanoke,Virginia
13-Jul-12,0542,FDX1807,1,DC10,1500,PDX,Green,NO,Portland,Oregon
14-Jul-12,0221,AAL144,1,B738,6000,WV21,Green,NO,Harpers Ferry,West Virginia
14-Jul-12,0340,N556CP,1,R22,1500,LCK,Green,NO,Columbus,Ohio
14-Jul-12,0405,FFT541,1,A318,400,JOT,Green,NO,Joliet,Illinois
14-Jul-12,0437,ASA245,1,B738,17000,VTU,Green,NO,Oxnard,California
14-Jul-12,0501,SWA146,1,B737,FL320,PXN,Purple,NO,Panoche,California
14-Jul-12,0521,SKW4752,1,CRJ9,2400,EUG,Green,NO,Eugene,Oregon
14-Jul-12,0537,N207TE,1,AS350,1500,SAT,Green,NO,San Antonio,Texas
15-Jul-12,0108,JBU657,1,E190,5000,ISP,Green,*NO,Islip,New York
15-Jul-12,0145,RPA3168,1,E170,2500,SYR,Green,NO,Syracuse, New York
15-Jul-12,0327,JBU597,1,E190,2500,MCO,Green,NO,Orlando,Florida
15-Jul-12,0502,UNKN,1,UNKN,UNKN,BOS,Red,NO,Boston,Massachusetts
15-Jul-12,0514,UAL473,1,A320,8000,ONT,Green,NO,Ontario,California
15-Jul-12,0610,N723SB,1,C172,2000,PDX,Green,NO,Portland,Oregon
15-Jul-12,0800,AIR2,1,B206,3200,TUS,UNKN,NO,Tucson,Arizona
16-Jul-12,0248,ASQ4089,1,E145,FL240,SAT,Blue,NO,San Antonio,Texas
16-Jul-12,0345,COM2971,1,CRJ7,9000,RDU,Green,NO,Raleigh-Durham,North Carolina
16-Jul-12,0345,ASQ4156,1,E145,8500,MCI,Green,NO,Kansas City,Missouri
16-Jul-12,0405,EGF3089,1,E135,17000,LAX,Green,NO,Los Angeles,California
16-Jul-12,0430,SWA1710,1,B733,17000,LAX,Green,NO,Los Angeles,California
16-Jul-12,0548,SKW6289,1,E120,1500,SFO,Green,NO,San Francisco,California
17-Jul-12,0127,AAL2094,1,B737,12000,FMY,Green,NO,Fort Myers,Florida
17-Jul-12,0145,N217TJ,1,SR22,2500,MYR,Green,NO,Myrtle Beach ,South Carolina
17-Jul-12,0157,CANOE32,1,F15,3000,GSB,Green,NO,Goldsboro,North Carolina
17-Jul-12,0200,NKS412,1,A319,4000,MYR,Green,NO ,Myrtle Beach ,South Carolina
17-Jul-12,0246,FLX535,1,C20,6000,GSB,Green,NO,Goldsboro,North Carolina
17-Jul-12,0410,VIPER71,1,AH64,2000,L18,Green,NO,Fallbrook,California
17-Jul-12,0615,SWA1583,1,B737,5000,MCI,Green,NO,Kansas City,Missouri
17-Jul-12,0628,N63843,1,C172,4500,MFR,Green,NO,Medford,Oregon
17-Jul-12,0830,VTS99,1,DC6,5000,ENA,Red,NO,Kenai,Alaska
18-Jul-12,0037,JIA309,1,CRJ2,6500,CLT,Green,NO ,Charlotte,North Carolina
18-Jul-12,0047,UAL1685,1,B738,3000,FLL,Green,NO ,Fort Lauderdale,Florida
18-Jul-12,0103,N357TV,1,B06,900,PNE,Green,NO ,Philadelphia,Pennsylvania
18-Jul-12,0115,ADVENTURE2,1,R44,800,MYR,Green,NO ,Myrtle Beach ,South Carolina
18-Jul-12,0120,AWE1698,1,B734,4000,CLT,Green,NO ,Charlotte,North Carolina
18-Jul-12,0235,NKS412,1,A319,1500,MYR,Green,NO ,Myrtle Beach ,South Carolina
18-Jul-12,0250,TSU391,1,CVLP,3000,GSP,Green,NO ,Greer,South Carolina
18-Jul-12,0604,NKS350,1,A319,6000,MYR,Green,NO ,Myrtle Beach ,South Carolina
18-Jul-12,0700,UAL704,1,A320,10000,DPA,Red,NO ,Chicago,Illinois
18-Jul-12,0722,HAL18,1,A332,10000,LAS,Green,NO ,Las Vegas,Nevada
19-Jul-12,0155,MOON55,1,BE40,3000,MYR,Green,NO ,Myrtle Beach ,South Carolina
19-Jul-12,0202,TCF9400,1,E170,5000,AQP,Blue,NO ,Appleton,Minnesota
19-Jul-12,0345,N6017J,1,C172,6000,POM,Green,NO ,Pomona,California
19-Jul-12,0404,VRD969,1,A320,4000,PAO,Green,NO ,Palo Alto,California
19-Jul-12,0509,UAL351,1,UNKN,4000,PAO,Green,NO ,Palo Alto,California
19-Jul-12,0515,SWA692,1,B737,1200,SAN,Green,NO ,San Diego,California
19-Jul-12,0528,SKW2947,1,CRJ2,8000,PHX,Green,NO ,Phoenix,Arizona
19-Jul-12,0550,ASQ97T,1,E45X,8200,CLE,Green,NO ,Cleveland,Ohio
19-Jul-12,0848,ABX2239,1,B762,6000,MIA,Green,NO ,Miami,Florida
20-Jul-12,0216,UPS1131,1,B752,FL230,ROC,Green,NO,Rochester,New York
20-Jul-12,0230,TROOPER1,1,A109,1300,DTW,Green,NO,Detroit,Michigan
20-Jul-12,0304,N737WR,1,C172,3500,XFL,Green,NO,Palm Coast,Florida
20-Jul-12,0349,SKW340M,1,CRJ2,10000,UGN,Green,NO,Chicago/Waukegan,Illinois
20-Jul-12,0425,ASQ6100,1,E145,6000,GRD,Green,NO,Greenwood ,South Carolina
20-Jul-12,0610,N387CP,1,SR20,3500,NUC,Green,NO,San Clemente Island,California
20-Jul-12,0705,AWE618,1,UNKN,6000,REI,Green,NO,Redlands,California
21-Jul-12,0115,JIA205,1,CRJ7,2000,MYR,Green,NO,Myrtle Beach ,South Carolina
21-Jul-12,0153,NKS615,1,A319,2200,FLL,Blue,NO,Fort Lauderdale,Florida
21-Jul-12,0234,AWE373,1,A321,FL210,GSP,Green,NO,Greer,South Carolina
21-Jul-12,0241,SWA1611,1,B737,4500,GYY,Green,NO,Gary,Indiana
21-Jul-12,0412,N23VP,1,FA10,7000,MKE,Green,NO,Milwaukee,Wisconsin
21-Jul-12,0448,TCF3576,1,E170,5000,CMH,Green,NO,Columbus,Ohio
21-Jul-12,0540,POLICE1,1,A109,1500,SAT,Green,NO,San Antonio,Texas
21-Jul-12,0540,AWE95,1,A320,5500,PHX,Green,NO,Phoenix,Arizona
21-Jul-12,0620,EVAC1,1,A109,1600,PHX,Green,NO,Phoenix,Arizona
22-Jul-12,0103,N19WM,1,GLEX,6000,DCA,Blue,NO,Washington,District of Columbia
22-Jul-12,0215,EGF3451,1,E145,2000,MIA,Green,NO,Miami,Florida
22-Jul-12,0535,AAL223,1,B752,700,LAX,Green,NO,Los Angeles,California
22-Jul-12,0720,JBU1729,1,A320,800,TJPS,Green,NO,Ponce,Puerto Rico
22-Jul-12,0810,AIRCARE,1,A109,4000,LBB,Green,NO,Lubbock,Texas
23-Jul-12,0110,SWA2961,1,B733,2000,TPA,Green,NO,Tampa,Florida
23-Jul-12,0200,ELJ300,1,C525,13000,LAL,Green,NO,Lakeland,Florida
23-Jul-12,0322,ASQ4230,1,E145,FL240,CRL,Green,NO,Carleton,Michigan
23-Jul-12,0429,ASQ6030,1,E45X,FL180,DEN,Green,NO,Denver,Colorado
23-Jul-12,0431,SWA60,1,B737,1800,DAL,Green,NO,Dallas,Texas
23-Jul-12,0432,N216FW,1,PA46,2500,LZU,Green,NO,Lawrenceville,Georgia
23-Jul-12,0435,SWA3337,1,B737,2000,PBI,Green,NO,West Palm Beach,Florida
23-Jul-12,0536,AWE549,1,A319,4500,PHX,Green,NO,Phoenix,Arizona
23-Jul-12,0538,NKS126,1,A319,7000,MYR,Green,NO,Myrtle Beach ,South Carolina
23-Jul-12,0539,ASA18T,1,E45X,15000,CKV,Green,*NO,Clarksville,Tennessee
23-Jul-12,0541,ASA838,1,B737,4800,SJC,Green,NO,San Jose ,California
23-Jul-12,0543,ASA894,1,B737,4800,SJC,Green,NO,San Jose,California
23-Jul-12,0547,N2408L,1,PA38,5500,MCE,Green,NO,Merced,California
23-Jul-12,0549,SKW221R,1,CRJ2,FL180,FLG,Blue,NO,Flagstaff,Arizona
23-Jul-12,0551,SKW290V,1,CRJ2,11000,PHX,Green,NO,Phoenix,Arizona
23-Jul-12,0647,SWA1583,1,B737,12000,MCI,Green,NO,Kansas City,Missouri
24-Jul-12,0100,N6345B,1,C172,1500,DAB,Green,NO,Daytona Beach,Florida
24-Jul-12,0246,ASQ338T,1,E45X,120,IAH,Green,NO,Houston,Texas
24-Jul-12,0308,FDX1374,1,B752,3000,RZT,Green,NO,Chillicothe,Ohio
24-Jul-12,0310,GOLF722,1,T34P,1600,NGP,Green,NO,Corpus Christi,Texas
24-Jul-12,0313,SWA1369,1,B737,2200,MDW,Green,NO,Chicago,Illinois
24-Jul-12,0314,ASQ3864,1,CRJ2,6000,DTW,Green,NO,Detroit,Michigan
24-Jul-12,0317,SWA679,1,B737,7000,HFD,Green,NO,Hartford,Connecticut
24-Jul-12,0318,AWE1240,1,A319,7000,HFD,Green,NO,Hartford,Connecticut
24-Jul-12,0319,CHQ5001,1,E135,7000,ORD,Green,NO,Chicago,Illinois
24-Jul-12,0321,EGF4248,1,E145,7000,ORD,Green,NO,Chicago,Illinois
24-Jul-12,0321,NKS350,1,A319,3500,MYR,Green,NO,Myrtle Beach ,South Carolina
24-Jul-12,0323,PD1,1,B06,1000,ISP,Green,NO,Islip,New York
24-Jul-12,0328,DAL4248,1,A319,1700,LFT,Green,NO,Lafayette, Louisiana
24-Jul-12,0330,FDX1376,1,B722,1800,MEM,Green,NO,Memphis,Tennessee
24-Jul-12,0332,NKS126,1,A320,3000,MYR,Green,NO,Myrtle Beach ,South Carolina
24-Jul-12,0539,Hanger1,1,UNKN,500,SLI,Green,NO,Los Alamitos,California
24-Jul-12,0540,DAL6,1,B752,4000,SFO,Green,NO,San Francisco,California
24-Jul-12,0830,SWA18094,1,B737,5000,ORD,Green,NO,Chicago,Illinois
25-Jul-12,0108,EJM50,1,FA50,FL190,TEB,Green,NO,Teterboro,New Jersey
25-Jul-12,0133,EJA382,1,C680,7000,AVP,Green,NO,Wilkes-Barre/Scranton,Pennsylvania
25-Jul-12,0157,CHQ6101,1,E145,8000,GSP,Green,NO,Greer,South Carolina
25-Jul-12,0332,REDKNT67,1,TEX2,UNKN,MOB,Green,NO,Mobile,Alabama
25-Jul-12,0336,NKS350,1,A319,3000,SIE,Green,NO,Sea Isle,New Jersey
25-Jul-12,0337,R26525,1,H60,1500,ROC,Green,NO,Rochester,New York
25-Jul-12,0338,ASQ5933,1,E145,UNKN,GSP,Green,NO,Greer,South Carolina
25-Jul-12,0342,DAL988,1,B738,10000,PTW,Green,NO,Pottstown,Pennsylvania
25-Jul-12,0450,ASQ111T,1,E45X,2500,PIA,Green,NO,Peoria,Illinois
25-Jul-12,0452,RPA1122,1,E190,FL190,0F2,Green,NO,Bowie,Texas
25-Jul-12,0913,UAl522,1,B752,3000,PDX,Green,NO,Portland,Oregon
26-Jul-12,0326,MRA697,1,C208,2000,MDT,Green,NO,Harrisburg,Pennsylvania
26-Jul-12,0328,JIA493,1,CRJ7,2500,CLT,Green,NO,Charlotte,North Carolina
26-Jul-12,0331,COM3238,1,CRJ9,2600,CVG,Green,NO,Covington,Kentucky
26-Jul-12,0341,C6542,1,H60,500,MYR,Green,NO,Myrtle Beach ,South Carolina
26-Jul-12,0358,EMD21,1,BE9L,40,MLC,Green,NO,Mc Alester,Oklahoma
26-Jul-12,0416,QXE77,1,DH8D,3000,SMO,Green,NO,Santa Monica,California
26-Jul-12,0417,UPS1055,1,B752,4000,PNE,Green,NO,Philadelphia,Pennsylvania
26-Jul-12,0906,N450MT,1,B06,3000,TYS,Green,NO,Knoxville,Tennessee
26-Jul-12,0908,JBU87,1,A320,10000,OGD,Green,NO,Ogden,Utah
26-Jul-12,0910,N5097S,1,C310,3000,OAK,Orange,NO,Oakland,California
27-Jul-12,0132,JIA531,1,CRJ2,4000,CLT,Green,NO,Charlotte,North Carolina
27-Jul-12,0133,N144JG,1,R44,1100,MYR,Green,NO,Myrtle Beach ,South Carolina
27-Jul-12,0155,C6543,1,HH65,2200,ACY,Green,NO,Atlantic City,New Jersey
27-Jul-12,0216,BA28,1,UNKN,7000,MIA,Green,NO,Miami,Florida
27-Jul-12,0216,DAL2139,1,A320,3000,MIA,Green,NO,Miami,Florida
27-Jul-12,0226,SWA528,1,B733,5000,HOU,Green,NO,Houston,Texas
27-Jul-12,0230,NKS842,1,A319,3300,MYR,Green,NO,Myrtle Beach , South Carolina
27-Jul-12,0247,N720TF,1,R44,1000,ACY,Green,NO,Atlantic City,New Jersey
27-Jul-12,0255,ABX155,1,B762,3500,GSO,Green,NO,Greensboro,North Carolina
27-Jul-12,0304,TRS1873,1,B712,7000,MDQ,Green,NO,Huntsville,Alabama
27-Jul-12,0318,JIA549,1,CRJ2,11000,CLT,Green,NO,Charlotte,North Carolina
27-Jul-12,0414,PONY21,1,H60,5000,CD74,Green,NO,Vail,Colorado
27-Jul-12,0416,N5266D,1,C172,6000,8K0,Green,NO,Bucklin,Kansas
27-Jul-12,0459,SKW863J,1,CRJ2,FL230,FNL,Green,NO,Loveland,Colorado
27-Jul-12,0952,FDX1604,1,DC10,16000,IND,Green,NO,Indianapolis,Indiana
28-Jul-12,0030,PDT4436,1,DH8D,9000,PTW,Green,NO,Pottstown,Pennsylvania
28-Jul-12,0144,N11802,1,C172,7000,MLB,Green,NO,Melbourne,Florida
28-Jul-12,0157,N151LT,1,AC50,2000,MYR,Green,NO,Myrtle Beach ,South Carolina
28-Jul-12,0237,AAL1464,1,B752,11000,OKM,Green,NO,Okmulgee,Oklahoma
28-Jul-12,0317,UAl1578,1,B738,6000,ONT,Green,NO,Ontario,California
28-Jul-12,0340,NKS412,1,A319,5000,MYR,Green,NO,Myrtle Beach ,South Carolina
28-Jul-12,0540,CARE1,1,UNKN,7000,RNO,Green,NO,Reno,Nevada
28-Jul-12,0636,SKW565P,1,CRJ7,FL190,SLI,Green,NO,Los Alamitos,California
29-Jul-12,0139,NKS126,1,A320,500,MYR,Green,NO,Myrtle Beach ,South Carolina
29-Jul-12,0145,DAL342,1,MD88,3000,BNA,Green,NO,Nashville,Tennessee
29-Jul-12,0212,N2116,1,P28A,8000,CBE,Green,NO,Cumberland,Maryland
29-Jul-12,0352,ASH2828,1,CRJ9,4000,PHX,Green,NO,Phoenix,Arizona
29-Jul-12,0700,SKW406V,1,E120,5000,MQO,Green,NO,San Luis Obispo,California
30-Jul-12,0143,TRS1603,1,B737,3800,ATL,Green,NO,Atlanta,Georgia
30-Jul-12,0218,ASQ4119,1,E145,2000,RIC,Green,NO,Richmond,Virginia
30-Jul-12,0308,UPS1153,1,B752,6000,PHL,Green,*NO,Philadelphia,Pennsylvania
30-Jul-12,0343,SWA1307,1,B737,6500,RDU,Green,NO,Raleigh-Durham,North Carolina
30-Jul-12,0420,AAL1183,1,MD82,6000,OKC,Green,NO,Oklahoma City,Oklahoma
30-Jul-12,0439,QXE554,1,DH8D,7800,FAT,Green,NO,Fresno,California
30-Jul-12,0633,SWA107,1,B737,11000,LVK,Green,NO,Livermore,California
31-Jul-12,0154,AWE1940,1,B734,3000,CLT,Green,NO,Charlotte,North Carolina
31-Jul-12,0205,FXA5748,1,CRJ2,600,CAE,Green,NO,Columbia,South Carolina
31-Jul-12,0253,AAL144,1,B737,40,DCA,Green,NO,Washington,District of Columbia
31-Jul-12,0417,UAL1224,1,B753,3800,LAX,Green,NO,Los Angeles,California
31-Jul-12,0551,DCM3061,1,GLF4,3000,MCI,Green,NO,Kansas City,Missouri
1-Aug-12,0245,AAL1286,1,MD83,4000,RIC,Green,NO,Richmond,Virginia
2-Aug-12,0335,N110TT,1,UNKN,2000,CMA,Red,NO,Camarillo,California
2-Aug-12,1040,AWE1434,1,B734,13000,IAH,Green,NO,Houston,Texas
3-Aug-12,0135,N8148L,1,P28A,1500,HTO,Green,NO,White Plains, New York
3-Aug-12,0250,TCF5131,1,E170,9000,DTW,Green,NO,Detroit,Michigan
3-Aug-12,0300,NKS304,1,A320,6000,SIE,Green,NO,Sea Isle,New Jersey
3-Aug-12,0338,AWE247,1,A319,8000,PHX,Green,NO,Phoenix,Arizona
3-Aug-12,0532,N4547E,1,C172,8000,DMO,Green,NO,Sedalia,Missouri
3-Aug-12,0612,SWA845,1,B737,3500,HOU,Green,NO,Houston,Texas
3-Aug-12,0954,N438PM,1,H25B,1000,BOS,Green,NO,Boston,Massachusetts
4-Aug-12,0034,N911TM,1,R44,600,MYR,Green,NO,Myrtle Beach ,South Carolina
4-Aug-12,0035,N144JG,1,R44,600,MYR,Green,NO,Myrtle Beach ,South Carolina
4-Aug-12,0206,N6065H,1,P28A,5500,GNV,Green,NO,Gainesville,Florida
4-Aug-12,0245,AAL1452,1,B738,FL220,ACT,Green,NO,Waco,Texas
4-Aug-12,0250,EGF2774,1,E145,FL220,ACT,Green,NO,Waco,Texas
4-Aug-12,0316,KY6,1,B06,2000,IIU,Green,NO,Louisville,Kentucky
4-Aug-12,0401,N960KC,1,C750,2000,DAL,White,NO,Dallas,Texas
4-Aug-12,0420,ASQ460T,1,E145,10000,SPA,Green,NO,Spartanburg,South Carolina
4-Aug-12,0424,LOF3415,1,E145,2000,STL,Green,NO,St. Louis,Missouri
4-Aug-12,0445,AWE270,1,A319,3500,PHX,Green/White,NO,Phoenix,Arizona
4-Aug-12,0455,AWE307,1,A320,8400,PHX,Green,NO,Phoenix,Arizona
4-Aug-12,0500,SWA263,1,B737,4000,CMH,Green,NO,Columbus,Ohio
4-Aug-12,0615,ASA457,1,B734,4000,SEA,Green,NO,Seattle,Washington
5-Aug-12,0035,ASQ4152,1,E45X,2000,CHS,Green,NO,Charleston,South Carolina
5-Aug-12,0050,N10MV,1,B350,1000,MYR,Green,NO,Myrtle Beach ,South Carolina
5-Aug-12,0103,N550AJ,1,C550,5000,RDU,Green,NO,Raleigh-Durham,North Carolina
5-Aug-12,0104,JIA347,1,CRJ2,13000,SPA,Green,NO,Spartanburg,South Carolina
5-Aug-12,0110,JIA218,1,CRJ7,1600,MYR,Green,NO,Myrtle Beach ,South Carolina
5-Aug-12,0255,AWE373,1,A321,17000,SPA,Green,NO,Spartanburg,South Carolina
5-Aug-12,0421,AIR1,1,B06,1300,IIU,Green,NO,Louisville,Kentucky
5-Aug-12,0428,SWA885,1,B733,600,OAK,Green,NO,Oakland,California
5-Aug-12,0505,HALO151,1,B06,1800,PHX,Green,NO,Phoenix,Arizona
5-Aug-12,0530,ASA225,1,B734,9000,PDX,Green,NO,Portland,Oregon
5-Aug-12,0645,IDAHO14,1,C172,3500,PDX,Green,NO,Portland,Oregon
5-Aug-12,0649,LJY6,1,C560,10000,LBE,Green,NO,Latrobe,Pennsylvania
5-Aug-12,0703,N285XJ,1,H25B,1000,VNY,Green,NO,Van Nuys,California
5-Aug-12,0838,N251SC,1,B06,2700,GEG,Green,NO,Spokane,Washington
5-Aug-12,0956,ASQ4247,1,E145,21000,FGU,Green,NO,Collegedale,Tennessee
6-Aug-12,0156,N660CC,1,BE40,2000,PTK,Green,NO,Pontiac,Michigan
6-Aug-12,0210,N328AJ,1,B350,3000,CMH,Green,NO,Columbus,Ohio
6-Aug-12,0212,UAL829,1,A320,11000,ORD,Green,NO,Chicago,Illinois
6-Aug-12,0215,SWA232,1,B737,5000,MDW,Green,NO,Chicago,Illinois
6-Aug-12,0218,EGL3255,1,E145,2500,DFW,Green,NO,Dallas-Fort Worth,Texas
6-Aug-12,0233,SWA103,1,B737,2500,MCO,Green,NO,Orlando,Florida
6-Aug-12,0247,EGF2785,1,E145,10000,DFW,Green,NO,Dallas-Fort Worth,Texas
6-Aug-12,0435,IASCO1,1,BE9L,6000,RBL,Green,NO,Red Bluff,California
6-Aug-12,0929,JBU165,1,A320,UNKN,PDX,Green,NO,Portland,Oregon
7-Aug-12,0043,ADVTR20,1,R44,700,CRE,Green,NO,Grand Stand,South Carolina
7-Aug-12,0140,PDT4311,1,DH8C,1000,CAE,Green,NO,Columbia,South Carolina
7-Aug-12,0140,FLX752,1,C210,3000,MY97,Green,NO,Farmington,Minnesota
7-Aug-12,0150,DAL2306,1,MD88,13000,CVG,Green,NO,Covington,Kentucky
7-Aug-12,0155,AWI3641,1,CRJ2,4000,CLT,Green,NO,Charlotte,North Carolina
7-Aug-12,0205,C6507,1,H60,1000,ACY,UNKN,NO,Atlantic City,New Jersey
7-Aug-12,0217,N97873,1,C172,3000,1G3,Green,NO,Kent ,Ohio
7-Aug-12,0304,UPS1441,1,B752,2000,LOU,Green,NO,Louisville,Kentucky
7-Aug-12,0325,DAL1114,1,B738,4000,BWI,Green,NO,Baltimore,Maryland
7-Aug-12,0535,SWA1439,1,B737,5000,SJC,Green,NO,San Jose,California
7-Aug-12,0912,FDX1447,1,DC10,15000,JOT,Green,NO,Joliet,Illinois
8-Aug-12,0110,AWI3857,1,CRJ2,1800,CAE,Green,NO,Columbia,South Carolina
8-Aug-12,0118,AAL1817,1,B752,7500,MIA,Green,NO,Miami,Florida
8-Aug-12,0140,C6593,1,H60,500,WWD,Green,NO,Wildwood,New Jersey
8-Aug-12,0145,NKS350,1,A319,10000,MYR,Green,NO,Myrtle Beach ,South Carolina
8-Aug-12,0149,TRS59,1,B712,12500,ATL,Green,NO,Atlanta,Georgia
8-Aug-12,0153,SWA3758,1,B737,1800,MHT,Green,NO,Manchester,New Hampshire
8-Aug-12,0219,EGF4256,1,E135,6800,ORD,Green,NO,Chicago,Illinois
8-Aug-12,0220,EGF3717,1,CRJ7,10500,ARR,Green,NO,Aurora,Illinois
8-Aug-12,0232,FDX1205,1,DC10,5800,ORD,Green,NO,Chicago,Illinois
8-Aug-12,0240,MOON3,1,TIGR,2000,MYR,Green,NO,Myrtle Beach ,South Carolina
8-Aug-12,0240,SWA2003,1,B737,8000,PHX,Green,NO,Phoenix,Arizona
8-Aug-12,0250,N226JA,1,C172,500,TMB,Green,NO,Miami,Florida
8-Aug-12,0305,N129JD,1,LJ31,6000,CLT,Green,NO,Charlotte,North Carolina
8-Aug-12,0317,AAL1296,1,B738,7000,BOS,Green,NO,Boston,Massachusetts
8-Aug-12,0330,R72164,1,H72,9000,L26,Green,NO,Hesperia,California
8-Aug-12,0358,N129JD,1,LJ31,6000,SPA,Green,NO,Spartanburg,South Carolina
8-Aug-12,0408,DAL1807,1,A320,6000,OAK,Green,NO,Oakland,California
