DATE,TIME (UTC),Aircraft ID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE
26-Mar-12,0230,LN497AE,1,AS350,4500,ELP,Blue,*NO,El Paso,Texas
26-Mar-12,0432,ASA7,1,B738,6000,PAE,Green,NO,Everett,Washington
26-Mar-12,0536,VRD295,1,A320,7000,SNA,Green,NO,Santa Ana,California
26-Mar-12,1115,UAL52,1,B764,6000,IAH,Green,NO,Houston,Texas
27-Mar-12,0105,BROAD99,1,C5,2000,CEF,Green,NO,Springfield/Chicopee,Massachusetts
27-Mar-12,0138,SWA2029,1,B737,FL390,MMI,Green,NO,Athens,Tennessee
27-Mar-12,0222,JENNA43,1,C207,8500,ELP,Green,NO,El Paso,Texas
27-Mar-12,0240,JENA43,1,C210,8500,ELP,Green,NO,El Paso,Texas
27-Mar-12,0308,FDX1201,1,DC10,9000,DAL,White ,NO,Dallas ,Texas
27-Mar-12,0335,CAREFLT5,1,A109,6800,ABQ,Green,NO,Albuquerque,New Mexico
27-Mar-12,0339,SKW672J,1,CRJ2,FL200,DEN,Green,NO,Denver,Colorado
27-Mar-12,0420,N443PA,1,P28A,4500,PHX,Green,NO,Phoenix,Arizona
27-Mar-12,0423,SKW5615,1,E120,5500,SFO,Green,NO,San Francisco,California
27-Mar-12,0438,AWE1049,1,A319,6500,MCI,Green,NO,Kansas City,Missouri
28-Mar-12,0119,RPA3205,1,E170,11000,CLT,Green,NO,Charlotte,North Carolina
28-Mar-12,0125,G0079,1,H47,4200,ELM,Green,NO,Elmira,New York
28-Mar-12,0410,N2441E,1,C172,5500,LAX,Green,NO,Los Angeles,California
28-Mar-12,0411,EGF3077,1,E135,16000,LAX,Green,NO,Los Angeles,California
28-Mar-12,0415,AAY137,1,MD82,5000,PHX,Green,NO,Phoenix,Arizona
28-Mar-12,0419,EGF3724,1,CRJ7,9500,LAX,Green,NO,Los Angeles,California
28-Mar-12,0420,AAY123,1,MD83,5000,PHX,Green,NO,Phoenix,Arizona
29-Mar-12,0056,N76056,1,C172,5500,SVH,Green,NO,Statesville,North Carolina
29-Mar-12,0231,N9516J,1,C172,UNKN,RIC,Green,NO,Richmond,Virginia
29-Mar-12,0315,N62946,1,C172,3000,SME,Green,NO,Somerset,Kentucky
29-Mar-12,0325,AAY807,1,MD83,2600,PIE,Green,NO,St. Petersburg-Clearwater,Florida
29-Mar-12,0343,SWA864,1,B737,18000,LAS,Green,NO,Las Vegas,Nevada
29-Mar-12,0427,AAL1464,1,B737,3800,LAS,Green,NO,Las Vegas,Nevada
30-Mar-12,0147,N282B,1,C182,2500,GSB,Green,NO,Goldsboro,North Carolina
30-Mar-12,0216,ASQ5727,1,CRJ2,1800,HSV,Green,NO,Huntsville,Alabama
30-Mar-12,0219,ASQ5833,1,E145,9000,DEN,Green,NO,Denver,Colorado
30-Mar-12,0237,SWA2083,1,B737,8000,ABQ,Green,NO,Albuquerque,New Mexico
30-Mar-12,0312,SKW343G,1,CRJ2,8000,TUS,Green,NO,Tucson,Arizona
30-Mar-12,0326,ASQ4168,1,E145,4000,EWR,Green,NO,Newark,New Jersey
31-Mar-12,0021,AAL1476,1,MD82,2700,DCA,Green,NO,Washington,District of Columbia
31-Mar-12,0133,SWA9007,1,B737,3700,SDF,Green,NO,Louisville,Kentucky
31-Mar-12,0151,N1SV,1,A109,2100,FDY,Green,NO,Findlay,Ohio
31-Mar-12,0222,GGN7463,1,B190,10000,PWM,Green,NO,Portland,Maine
31-Mar-12,0241,NKS126,1,A320,3200,MYR,Green,NO,Myrtle Beach ,South Carolina
31-Mar-12,0246,CHQ6113,1,E145,UNKN,RIC,Green,NO,Richmond,Virginia
31-Mar-12,0305,RPA3428,1,E170,2500,ALB,Green,NO,Albany,New York
31-Mar-12,0442,ASQ4165,1,E145,2000,BRO,Green,NO,Brownsville,Texas
31-Mar-12,0451,ASA471,1,B737,7000,SEA,Green,NO,Seattle,Washington
1-Apr-12,0119,DAL1730,1,MD88,11000,HSV,Green,NO,Huntsville,Alabama
1-Apr-12,0122,N32FJ,1,C650,1600,DAL,Green,NO,Dallas,Texas
1-Apr-12,0141,XLS502,1,GLF4,800,ISP,Green,NO,Islip,New York
1-Apr-12,0230,DAL6,1,MD88,8000,MCO,Green,NO,Orlando,Florida
1-Apr-12,0305,GLA170,1,B190,9600,DRK,Green,NO,Prescott,Arizona
1-Apr-12,0440,AWE33,1,B752,6800,PHX,Green,NO,Phoenix,Arizona
1-Apr-12,0440,SWA1873,1,B737,800,SAN,Green,NO,San Diego,California
2-Apr-12,0140,AWE1188,1,A319,3000,PHL,Green,NO,Philadelphia,Pennsylvania
2-Apr-12,0256,CHQ3033,1,E145,3000,SDF,Green,NO,Louisville,Kentucky
2-Apr-12,0423,SKW5585,1,E120,7500,LAX,Green,NO,Los Angeles,California
2-Apr-12,0541,N168CE,1,GLF5,8000,VNY,Green,NO,Van Nuys,California
2-Apr-12,2325,AMF7110,1,E120,7000,TJBQ,Green,NO,Aguadilla,Puerto Rico
3-Apr-12,0120,R23930,1,H60,4500,ROC,Green,NO,Rochester,New York
3-Apr-12,0126,SWA1550,1,B737,7000,TPA,Green,NO,Tampa,Florida
3-Apr-12,0137,JBU758,1,A320,1600,JFK,White-Green,NO,New York,New York
3-Apr-12,0219,EJM715,1,H25B,4700,LUK,Green,NO,Cincinnati,Ohio
3-Apr-12,0222,N103KF,1,C172,5500,SLC,Green,NO,Salt Lake City,Utah
3-Apr-12,0327,CHQ5079,1,E135,2400,CID,Green,NO,Cedar Rapids,Iowa
3-Apr-12,0508,UAL156,1,B738,11000,CMA,Green,NO,Camarillo,California
3-Apr-12,0518,N6001R,1,BE76,14000,CMA,Green,NO,Camarillo,California
3-Apr-12,0538,SWA1845,1,B737,20000,CMA,Green,NO,Camarillo,California
4-Apr-12,0121,ASQ4196,1,E145,3000,DWH,Green,NO,Houston,Texas
4-Apr-12,0150,N2651W,1,M20P,8000,MYR,Green,NO,Myrtle Beach ,South Carolina
4-Apr-12,0152,DAL1086,1,B752,3000,LGA,Green,NO,New York,New York
4-Apr-12,0209,SUMMIT81,1,C130,7500,COS,Green,NO,Colorado Springs,Colorado
4-Apr-12,0335,VVGL765,1,T34P,1600,CRP,Green,NO,Corpus Christi,Texas
4-Apr-12,0406,CAREFLT2,1,AS50,6000,RNO,Green,NO,Reno,Nevada
4-Apr-12,0946,AWE431,1,A320,4000,PHL,Green,NO,Philadelphia,Pennsylvania
5-Apr-12,0038,EGF4486,1,E135,2100,LGA,Green,NO,New York,New York
5-Apr-12,0112,G23749,1,UH60,800,PDX,Green,NO,Wilmington,Delaware
5-Apr-12,0131,EGF3571,1,E145,14000,PBI,Green,NO,West Palm Beach,Florida
5-Apr-12,0131,LBQ912,1,BE58,3000,I69,Green,NO,Batavia,Ohio
5-Apr-12,0146,PLCN45,1,P3,2000,JAX,Green,NO,Jacksonville,Florida
5-Apr-12,0155,MRA806,1,C208,3000,IAH,Green,NO,Houston,Texas
5-Apr-12,0228,PD12,1,B06,1500,MDW,Green,NO,Chicago,Illinois
5-Apr-12,0230,SWA3205,1,B737,2700,MCO,Green,NO,Orlando,Florida
5-Apr-12,0306,AAL2039,1,B752,7000,MDW,Green,NO,Chicago,Illinois
5-Apr-12,0620,HAL26,1,B763,1700,PDX,Green,NO,Portland,Oregon
5-Apr-12,0633,SWA1733,1,B737,1700,PDX,Green,NO,Portland,Oregon
5-Apr-12,0651,NKS858,1,A319,100,PDX,Green,NO,Portland,Oregon
6-Apr-12,0116,AAL1299,1,B752,800,SJU,Green,NO,San Juan,Puerto Rico
6-Apr-12,0131,SWA930,1,B733,6000,HOU,Green,NO,Houston,Texas
6-Apr-12,0241,NKS126,1,A320,4000,MYR,Green,NO,Myrtle Beach ,South Carolina
6-Apr-12,0329,CJC4974,1,SF34,2000,ACT,Green,NO,Waco,Texas
6-Apr-12,0356,C657Z,1,H60,UNKN,TOA,Green,NO,Torrance,California
6-Apr-12,0359,SKW5566,1,E120,2000,RDD,Green,NO,Redding,California
6-Apr-12,0423,ASA890,1,B738,8000,SAN,Green,NO,San Diego,California
6-Apr-12,0640,N461H,1,R22,1500,KOA,Green,NO,Kailua/Kona,Hawaii
7-Apr-12,0151,JBU1763,1,E190,400,SJU,Green,NO,San Juan,Puerto Rico
7-Apr-12,0158,TRS1418,1,B712,9000,CAK,Green,NO,Akron,Ohio
7-Apr-12,0200,SWA45,1,B738,7800,SPG,Green,NO,Houston,Texas
7-Apr-12,0205,CJC4991,1,SF34,4000,CLL,Green,NO,College Station,Texas
7-Apr-12,0322,SWA1760,1,B737,2500,DTW,Green,NO,Detroit,Michigan
7-Apr-12,0345,N212MB,1,C152,3500,SMX,Green/White,NO,Santa Maria,California
7-Apr-12,0349,SWA2810,1,B733,400,AUS,Green,NO,Austin,Texas
7-Apr-12,1131,ASH1042,1,CRJ2,1500,HTO,Green,NO,Hilo,Hawaii
7-Apr-12,2025,SWA2311,1,B737,10000,HOU,Green,NO,St. Petersburg,Florida
8-Apr-12,0035,LOF3434,1,E145,FL350,HVQ,UNKN,NO,Charleston,West Virginia
8-Apr-12,0038,AWI3795,1,CRJ2,4000,CLT,Green,NO,Charlotte,North Carolina
8-Apr-12,0104,N449TM,1,BE40,4000,PBI,White,NO,West Palm Beach,Florida
8-Apr-12,0315,UAL447,1,B752,15000,MOD,Green,NO,Modesto,California
8-Apr-12,0354,JBU747,1,A320,700,SJU,Green,NO,San Juan ,Puerto Rico
8-Apr-12,0409,AAL546,1,B752,1500,MIA,Green,NO,Miami,Florida
8-Apr-12,1123,EVAC9,1,B206,1400,PHX,Red,NO,Phoenix,Arizona
8-Apr-12,2200,SWA1930,1,UNKN,3000,SNA,Green,NO,Santa Ana,California
9-Apr-12,0128,WJA4059,1,B737,600,TJSJ,Green,NO,Ponce,Puerto Rico
9-Apr-12,0130,SKQ701,1,PA31,2000,BUY,Green,NO,Burlington,North Carolina
9-Apr-12,0307,SWA799,1,B737,6000,SPG,Green,NO,St. Petersburg,Florida
9-Apr-12,0331,UAL1019,1,B737,3500,CLE,Green,NO,Cleveland,Ohio
9-Apr-12,0415,JBU91,1,A320,6000,LVK,Green,NO,Livermore,California
9-Apr-12,0500,SWA2509,1,B737,1500,ELP,Green,NO,El Paso,Texas
9-Apr-12,0520,FDX1637,1,B727,2500,IND,Green,NO,Indianapolis,Indiana
9-Apr-12,0530,JBU87,1,A320,8500,OGD,Green,NO,Ogden,Utah
9-Apr-12,2208,TIW6914,1,B190,9500,TJPS,Green,NO,Ponce,Puerto Rico
9-Apr-12,2345,MUSL7,1,UH1,1100,BWI,Green,NO,Baltimore,Maryland
10-Apr-12,0043,AAY855,1,MD83,2000,PIE,Green,NO,St. Petersburg-Clearwater,Florida
10-Apr-12,0045,CFSJI,1,FA20,7000,PIE,Green,NO,St. Petersburg-Clearwater,Florida
10-Apr-12,0106,SWA3356,1,B733,6000,PIE,Green,NO,St. Petersburg-Clearwater,Florida
10-Apr-12,0135,ASQ5035,1,CRJ2,2000,BTR,Green,NO,Baton Rouge ,Louisiana
10-Apr-12,0250,N289SH,1,R22,500,CRQ,Green,NO,Carlsbad,California
10-Apr-12,0300,DAL2389,1,B738,9000,DEN,Green,NO,Denver,Colorado
10-Apr-12,0322,CJC3869,1,SF34,3000,ABE,Green,NO,Allentown,Pennsylvania
10-Apr-12,0335,AAL231,1,B763,9000,ONT,Green,NO,Ontario,California
10-Apr-12,0339,AAL1733,1,MD83,4200,PHX,Green,NO,Phoenix,Arizona
10-Apr-12,0435,JBU1424,1,A320,8000,PDX,Green,NO,Portland,Oregon
10-Apr-12,0630,AAL2211,1,MD83,1800,PDX,Green,NO,Portland,Oregon
10-Apr-12,0633,JBU165,1,A320,1800,PDX,Green,NO,Portland,Oregon
10-Apr-12,0643,SWA860,1,B737,1800,PDX,Green,NO,Portland,Oregon
11-Apr-12,0056,AAL1060,1,MD82,10000,ABE,Green,NO,Allentown,Pennsylvania
11-Apr-12,0241,AAL2056,1,MD83,4000,IAH,Green,NO,Houston,Texas
11-Apr-12,0340,N525BW,1,C525,8000,GVL,Green,NO,Gainesville,Georgia
11-Apr-12,0510,C6573,1,H60,1000,ACV,Green,NO,Arcata/Eureka,California
12-Apr-12,0019,EGF4589,1,CRJ7,2500,LGA,Green,NO,New York,New York
12-Apr-12,0022,PDT4182,1,DH8A,2500,LGA,Green,NO,New York,New York
12-Apr-12,0058,JIA480,1,CRJ2,11000,CLT,Green,NO,Charlotte,North Carolina
12-Apr-12,0119,DAL158,1,B738,3000,LGA,Green,NO,New York,New York
12-Apr-12,0515,UAL1165,1,B738,1500,TJSJ,Green,NO,San Juan,Puerto Rico
12-Apr-12,2324,UAL692,1,A319,2000,LGA,Green,NO,New York,New York
12-Apr-12,2335,AMF7106,1,E120,8500,TJBQ,Green,NO,Aguadilla,Puerto Rico
13-Apr-12,0051,FLX810,1,C210,3000,TPA,Green,NO,Tampa,Florida
13-Apr-12,0102,FFT516,1,A320,2500,LGA,Green,NO,New York,New York
13-Apr-12,0109,COM2920,1,CRJ7,2500,LGA,Green,NO,New York,New York
13-Apr-12,0115,FLG3827,1,CRJ2,7000,DTW,Green,NO,Detroit,Michigan
13-Apr-12,0138,N706DA,1,C172,3000,CLT,Green,NO,Charlotte,North Carolina
13-Apr-12,0405,SWA2321,1,B737,2000,SMF,Green,NO,Sacramento,California
13-Apr-12,0405,UPS1331,1,B762,FL220,SME,Blue,NO,Somerset,Kentucky
13-Apr-12,0427,SWA455,1,B737,1500,PDX,Green,NO,Portland,Oregon
13-Apr-12,0505,ASA484,1,B737,10000,MZB,Green,NO,San Diego,California
14-Apr-12,0055,SWA628,1,B735,1200,MCO,Green,NO,Orlando,Florida
14-Apr-12,0103,RPA3377,1,E170,7000,CHO,Green,NO,Charlottesville ,Virginia
14-Apr-12,0115,STAT11,1,EC35,1000,THV,Green,NO,York,Pennsylvania
14-Apr-12,0156,JBU515,1,A320,6000,EWR,Green,NO,Newark,New Jersey
14-Apr-12,0236,N317A,1,SR22,5500,DMW,Green,NO,Westminster,Maryland
14-Apr-12,0449,SKW4815,1,CRJ9,3400,LAS,Green,NO,Las Vegas,Nevada
14-Apr-12,0553,N525AK,1,WW24,5500,W52,Green,NO,Battle Ground,Washington
14-Apr-12,0606,CTL3,1,AC50,3000,MKC,Green,NO,Kansas City,Missouri
14-Apr-12,0750,AIP5008,1,B190,1000,GTF,Green,NO,Great Falls, Montana
14-Apr-12,0832,SWA977,1,B733,7000,SMO,Green,NO,Santa Monica,California
14-Apr-12,2216,SWA961,1,B733,3500,PDX,Green,NO,Portland,Oregon
15-Apr-12,0052,N103RM,1,C310,3500,AML,Green,NO,Herndon,Virginia
15-Apr-12,0112,AAL1299,1,B752,4000,TJSJ,Green,NO,San Juan ,Puerto Rico
15-Apr-12,0135,FLG4172,1,CRJ2,6000,DTW,Green,NO,Detroit,Michigan
15-Apr-12,0306,EJA602,1,C550,FL220,DHN,Green,NO,Dothan,Alabama
15-Apr-12,0314,FLG4396,1,E145,6500,BWI,Green,NO,Baltimore,Maryland
15-Apr-12,0410,SWA961,1,B737,3000,PDX,Green,NO,Portland,Oregon
15-Apr-12,0445,AAY169,1,MD83,3600,PHX,Green,NO,Phoenix,Arizona
15-Apr-12,0501,N146AS,1,FA50,12000,MOD,Green,NO,Modesto,California
16-Apr-12,0054,N514ED,1,SR22,5500,SPA,Green,NO,Spartanburg,South Carolina
16-Apr-12,0118,COBB61,1,C130,4000,ATL,Green,NO,Atlanta,Georgia
16-Apr-12,0127,N6200Q,1,C172,2800,CRG,Green,NO,Jacksonville,Florida
16-Apr-12,0135,ASQ4396,1,E145,6500,BWI,Green,NO,Baltimore,Maryland
16-Apr-12,0207,LOF9425,1,E145,4000,RIC,Green,NO,Richmond,Virginia
16-Apr-12,0257,UCA828E,1,DH8C,8000,BGM,UNKN,NO,Binghamton,New York
16-Apr-12,0302,FLG3339,1,CRJ9,4000,PHL,Green,NO,Philadelphia,Pennsylvania
16-Apr-12,0311,CHQ6097,1,E145,4000,LGA,Green,NO,New York,New York
16-Apr-12,0403,UAL1273,1,B739,3000,SAT,Green,NO,San Antonio,Texas
16-Apr-12,0519,SWA2391,1,B737,3600,LAS,Green,NO,Las Vegas,Nevada
16-Apr-12,2327,AMF7110,1,E120,10000,TJBQ,Green,NO,Aguadilla,Puerto Rico
16-Apr-12,2327,AMF8106,1,E120,10000,TJBQ,Green,NO,Aguadilla,Puerto Rico
17-Apr-12,0238,LBQ825,1,PC12,3000,RDU,Green,NO,Raleigh-Durham,North Carolina
17-Apr-12,0325,AWI3945,1,CRJ2,3200,CAE,Green,NO,Columbia,South Carolina
17-Apr-12,0645,VIR24,1,A342,FL180,POM,Green,NO,Pomona,California
17-Apr-12,0647,SKW5355,1,CRJ2,5600,GPI,Green,NO,Kalispell,Montana
18-Apr-12,0323,RPA3242,1,E170,9500,ALB,Green,NO,Albany,New York
18-Apr-12,0345,N21315,1,C182,1800,CVG,Green,NO,Covington,Kentucky
18-Apr-12,0347,CNN416,1,SR20,2000,MCO,Green,NO,Orlando,Florida
18-Apr-12,0351,SWA2933,1,B737,4000,MDW,Green,NO,Chicago,Illinois
18-Apr-12,0431,TCF5886,1,E170,10000,JAX,Green,NO,Jacksonville,Florida
18-Apr-12,0433,N95129,1,C172,5500,ACT,Green,NO,Waco,Texas
18-Apr-12,0726,N3908C,1,C421,3000,BRO,Green,NO,Brownsville,Texas
18-Apr-12,0729,TV2,1,B06,2200,WHP,Green,NO,Los Angeles,California
19-Apr-12,0218,FLG4189,1,E145,6000,CVG,Green,NO,Covington,Kentucky
19-Apr-12,0223,JIA480,1,CRJ2,5000,CLT,Green,NO,Charlotte,North Carolina
19-Apr-12,0354,N5UT,1,S76,1400,JFK,Green,NO,New York,New York
19-Apr-12,0410,UPS1337,1,A306,FL220,DVK,Green,NO,Danville,Kentucky
19-Apr-12,0417,GLA124,1,B190,10500,DEN,Green,NO,Denver,Colorado
19-Apr-12,0614,SWA216,1,B737,4500,LAS,Green,NO,Las Vegas,Nevada
19-Apr-12,0616,N233TR,1,R44,1500,TLR,Green,NO,Tulare,California
19-Apr-12,0726,UAL651,1,A320,FL360,PHX,Green,NO,Phoenix,Arizona
20-Apr-12,0109,FLX810,1,C210,4000,OCF,Green,NO,Ocala,Florida
20-Apr-12,0114,FLX801,1,C210,2000,OPF,Green,NO,Miami,Florida
20-Apr-12,0115,AAY727,1,MD83,5000,MCO,Red,NO,Orlando,Florida
20-Apr-12,0127,DAL1086,1,B752,3000,LGA,Green,NO,New York,New York
20-Apr-12,0221,AAL2452,1,B738,200,DFW,Green,NO,Dallas-Fort Worth,Texas
20-Apr-12,0230,N830SF,1,B230,2000,CHT,Green,NO,Chillicothe ,Missouri
20-Apr-12,0324,AIR2,1,B206,3000,DMA,Green,NO,Davis Monthan AFB,Arizona
20-Apr-12,0332,CPF468,1,C182,2300,NKX,Green,NO,San Diego,California
20-Apr-12,0437,UPS1055,1,B752,1000,MHT,Green,NO,Manchester,New Hampshire
20-Apr-12,0439,SWA843,1,B737,5000,BDL,Green,NO,Windsor Locks,Connecticut
20-Apr-12,0441,SNC6331,1,SH36,5000,MTC,Green,NO,Mount Clemens,Michigan
20-Apr-12,0443,AWE1107,1,A321,7000,TKI,Green,NO,Dallas,Texas
20-Apr-12,0444,AAL663,1,MD83,4000,ADS,Green,NO,Dallas ,Texas
20-Apr-12,0527,OM7AM,1,AS50,3800,TUS,Green,NO,Tucson,Arizona
20-Apr-12,0529,AWE639,1,A320,3500,ONT,Green,NO,Ontario,California
20-Apr-12,0531,CHIP1,1,UNKN,UNKN,SMF,Green,NO,Sacramento,California
20-Apr-12,0801,USC302,1,BE58,1600,TPA,Green,NO,Tampa,Florida
21-Apr-12,0141,SWA1724,1,B733,6000,ANP,Green,NO,Annapolis,Maryland
21-Apr-12,0326,TCF3479,1,E170,2500,DSM,Green,NO,Des Moines,Iowa
21-Apr-12,0330,VRD283,1,A319,6000,SFO,Green,NO,San Francisco,California
21-Apr-12,0424,N3035Y,1,C182,5500,22CA,Green,NO,Sausalito,California
21-Apr-12,0455,CJC5001,1,SF34,6000,IAH,Green,NO,Houston,Texas
21-Apr-12,0501,N500UJ,1,C560,800,ICT,Green,NO,Wichita,Kansas
21-Apr-12,0917,METRO2,1,H500,2500,LAS,Green,NO,Las Vegas,Nevada
22-Apr-12,0100,N123BR,1,C172,2700,DAB,Green,NO,Daytona Beach,Florida
22-Apr-12,0130,SWA3858,1,B737,9000,MSY,Green,NO,New Orleans ,Louisiana
22-Apr-12,0150,DAL2334,1,A319,6000,ORD,Green,NO,Chicago,Illinois
22-Apr-12,0153,AWE1624,1,A321,6700,ORD,Green,NO,Chicago,Illinois
22-Apr-12,0340,N4902F,1,C172,1000,HWD,Green,NO,Hayward,California
22-Apr-12,0356,ASA828,1,B738,2000,OAK,Green,NO,Oakland,California
22-Apr-12,0357,N4RS,1,C160,1800,ICT,Green,NO,Wichita,Kansas
22-Apr-12,0833,AIR1,1,UNKN,3200,TUS,Green,NO,Tucson,Arizona
23-Apr-12,0426,SKW5550,1,E120,3500,E79,Green,NO,Fresno,California
23-Apr-12,0430,PHI53,1,AS50,6300,ABQ,Green,NO,Albuquerque,New Mexico
24-Apr-12,0054,CHQ3092,1,E145,4000,LGA,Green,NO,New York,New York
24-Apr-12,0124,PD8,1,B06,500,TPA,Green,NO,Tampa,Florida
24-Apr-12,0125,N551ER,1,C172,3500,CRG,Green,NO,Jacksonville,Florida
24-Apr-12,0145,ASQ563B,1,E145,12000,EFD,Green,NO,Houston,Texas
24-Apr-12,0203,DAL1128,1,MD88,5000,SDF,Green,NO,Louisville,Kentucky
24-Apr-12,0209,AAL2406,1,MD83,20,BWI,Green,NO,Baltimore,Maryland
24-Apr-12,0256,C6560,1,HH65,2000,MOB,Green,NO,Mobile,Alabama
24-Apr-12,0256,N413LH,1,H269,2300,FTW,Green,NO,Fort Worth,Texas
24-Apr-12,0256,UAL299,1,A319,UNKN,OBK,Green,NO,Northbrook,Illinois
25-Apr-12,0059,N277C,1,C525,4000,BWI,Green,NO,Baltimore,Maryland
25-Apr-12,0145,WINGS5,1,B407,2500,TRI,Green,NO,Bristol/Johnson/Kingsport,Tennessee
25-Apr-12,0345,TRS500,1,B712,2400,MSP,Green,NO,Minneapolis,Minnesota
25-Apr-12,0502,SKW756Y,1,CRJ2,10000,S21,Green,NO,Sunriver,Oregon
25-Apr-12,0509,N996AG,1,F2TH,5000,HOU,Green,NO,Houston,Texas
25-Apr-12,0512,ASA228,1,B738,11000,OVE,Green,NO,Oroville,California
25-Apr-12,0552,FDX1100,1,DC10,11000,MWL,Green,NO,Mineral Wells,Texas
25-Apr-12,0607,AAL679,1,MD82,4800,ONT,Green,NO,Ontario,California
25-Apr-12,0607,UPS961,1,MD11,4800,ONT,Green,NO,Ontario,California
26-Apr-12,0006,N277C,1,C525,4000,BAL,Green,NO,Baltimore,Maryland
26-Apr-12,0159,N551ER,1,C172,5000,CRG,Green,NO,Jacksonville,Florida
26-Apr-12,0308,NKS407,1,A319,11000,DFW,Green,NO,Dallas-Fort Worth,Texas
26-Apr-12,0404,SKW684Y,1,CRJ7,16500,APC,Green,NO,Napa,California
27-Apr-12,0228,TCF5880,1,E170,11000,IND,Green,NO,Indianapolis,Indiana
27-Apr-12,0237,UAL1214,1,B753,3500,ORD,Green,NO,Chicago,Illinois
27-Apr-12,0330,AAL1005,1,B738,UNKN,ORD,Green,NO,Chicago,Illinois
27-Apr-12,0401,N593ER,1,DA42,8000,PRC,Green,NO,Prescott,Arizona
27-Apr-12,0402,METRO3,1,B06,1500,RIC,Green,NO,Richmond,Virginia
27-Apr-12,0538,SWA1602,1,B737,15000,SNS,Green,NO,Salinas,California
27-Apr-12,0926,METRO2,1,MD52,2300,LAS,Green,NO,Las Vegas,Nevada
28-Apr-12,0141,UAL1725,1,B737,4000,ORD,Green,NO,Chicago,Illinois
28-Apr-12,0418,TPA718,1,B763,UNKN,MIA,Multi-Colored,NO,Miami,Florida
28-Apr-12,0441,AMF238,1,PA31,UNKN,FAT,Green,NO,Fresno,California
28-Apr-12,0742,N7QK,1,AS350,700,OAK,Green,NO,Oakland,California
28-Apr-12,0751,ASA859,1,B738,8000,HNL,Green,NO,Honolulu,Hawaii
28-Apr-12,0832,BUGGY11,1,C208,2000,HNL,Green,NO,Honolulu,Hawaii
28-Apr-12,0932,BUGGY11,1,C205,1000,JRF,Green,NO,Kapolei,Hawaii
29-Apr-12,0045,CNS21,1,PC12,4000,PBI,Green,NO,West Palm Beach,Florida
29-Apr-12,0340,N9924U,1,AA5,UNKN,SCK,Green,NO,Stockton,California
29-Apr-12,0424,N21RX,1,R44,2500,PDX,Green,NO,Portland,Oregon
29-Apr-12,0427,SKW758W,1,CRJ2,800,MRY,Green,NO,Monterey,California
29-Apr-12,2355,SWA3036,1,B737,4000,PHX,Green,NO,Phoenix,Arizona
30-Apr-12,0045,TPAPD8,1,UNKN,500,TPA,Green,NO,Tampa,Florida
30-Apr-12,0058,DAL1693,1,B737,3800,ATL,Green,NO,Atlanta,Georgia
30-Apr-12,0117,FLG4005,1,CRJ2,2700,IND,Green,NO,Indianapolis,Indiana
30-Apr-12,0150,AAL1736,1,B737,7000,MIA,Green,NO,Miami,Florida
30-Apr-12,0415,LN775MF,1,PAY2,5500,RNO,Green,NO,Reno,Nevada
30-Apr-12,0415,SKW3490,1,CRJ7,5000,FAT,Purple,NO,Fresno,California
30-Apr-12,0545,DAL1674,1,B737,2300,PDX,Green,NO,Portland,Oregon
30-Apr-12,0554,PHI53,1,B06,6300,ABQ,Green,NO,Albuquerque,New Mexico
30-Apr-12,0650,SWA3036,1,B737,4000,PHX,Green,NO,Phoenix,Arizona
1-May-12,0050,PITT12,1,C130,5000,PIT,Green,NO,Pittsburgh,Pennsylvania
1-May-12,0131,N52408,1,C172,1500,BHB,Green,NO,Bar Harbor,Maine
1-May-12,0349,N532HF,1,C172,5500,CRG,Green,NO,Jacksonville,Florida
2-May-12,0147,SWA510,1,B737,1200,HOU,Green,NO,Houston,Texas
2-May-12,0514,SWA2774,1,B737,8000,PHX,Green,NO,Phoenix,Arizona
2-May-12,0615,UPS801,1,B752,5000,SDF,Green,NO,Louisville,Kentucky
3-May-12,0330,N2803Y,1,C182,6000,ATL,Green,NO,Atlanta,Georgia
3-May-12,0803,FDX1617,1,A306,8500,HOU,Green,NO,Houston,Texas
3-May-12,1002,FDX1552,1,A306,6000,CLE,Green,NO,Cleveland,Ohio
4-May-12,0050,UCA4812,1,DH8B,9000,06N,Green,NO,Middletown,New York
4-May-12,0053,UPS106,1,B763,10000,ALB,Green,NO,Albany,New York
4-May-12,0119,C6522,1,AS65,400,26N,Green,NO,Ocean City,New Jersey
4-May-12,0227,UAL554T,1,B752,FL260,LND,Green,NO,Lander,Wyoming
4-May-12,0258,N96JA,1,GLF4,16000,PWL,Green,NO,Poughkeepsie,New York
4-May-12,0315,N8870J,1,P28A,1500,LGB,Green,NO,Long Beach,California
4-May-12,0748,WJA1118,1,B738,5000,LAS,Green,NO,Las Vegas,Nevada
4-May-12,0835,UAL683,1,B737,1000,LAS,Green,NO,Las Vegas,Nevada
4-May-12,0842,VRD1916,1,A320,1000,LAS,Green,NO,Las Vegas,Nevada
4-May-12,0850,NKS457,1,A319,3000,LAS,Green,NO,Las Vegas,Nevada
5-May-12,0258,N620MS,1,F2TH,3500,VNY,Green,NO,Van Nuys,California
5-May-12,0340,ASQ4677,1,E145,2500,LFT,Green,NO,Lafayette,Louisiana
5-May-12,0344,TPAPD4,1,B06,500,TPA,Green,NO,Tampa,Florida
